name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul,country
EJB Miles,2023-2023,4,4,29.0,1,165,4,2/32,41.25,5.68,43.5,0,0,JER
JP Millmow,1990-1990,5,5,45.0,1,232,4,2/22,58.0,5.15,67.5,0,0,NZ
Mohammad Talha,2014-2014,3,3,20.2,1,146,4,2/22,36.5,7.18,30.5,0,0,PAK
Mosharraf Hossain,2008-2016,5,5,33.0,1,147,4,3/24,36.75,4.45,49.5,0,0,BAN
AMN Munasinghe,1994-1996,5,5,36.1,3,146,4,3/30,36.5,4.03,54.2,0,0,SL
Nangeyalia Kharote,2024-2024,1,1,9.0,4,30,4,4/30,7.5,3.33,13.5,1,0,AFG
Nizakat Khan,2014-2018,20,6,24.1,1,119,4,1/11,29.75,4.92,36.2,0,0,HKG
G Onions,2009-2009,4,4,34.0,1,185,4,2/58,46.25,5.44,51.0,0,0,ENG
SD Parry,2014-2014,2,2,19.0,2,92,4,3/32,23.0,4.84,28.5,0,0,ENG
BJ Patel,2001-2006,31,8,27.3,0,163,4,2/20,40.75,5.92,41.2,0,0,KENYA
D Paterson,2017-2019,4,4,34.5,1,217,4,3/44,54.25,6.22,52.2,0,0,SA
A Phillip,2021-2022,5,5,32.3,0,207,4,2/50,51.75,6.36,48.7,0,0,WI
MR Ramprakash,1991-2001,18,5,22.0,0,108,4,3/28,27.0,4.9,33.0,0,0,ENG
B Regmi,2018-2019,4,4,29.0,0,117,4,2/49,29.25,4.03,43.5,0,0,NEP
AM Salvi,2003-2003,4,4,28.4,3,120,4,2/15,30.0,4.18,43.0,0,0,IND
JA Samarasekera,1994-1996,7,7,49.0,4,236,4,1/17,59.0,4.81,73.5,0,0,UAE
Shaiman Anwar,2014-2019,40,7,19.3,0,134,4,3/61,33.5,6.87,29.2,0,0,UAE
V Shankar,2019-2019,12,9,38.5,0,210,4,2/15,52.5,5.4,58.2,0,0,IND
Sheikh Salahuddin,1997-1997,6,6,41.0,0,249,4,2/48,62.25,6.07,61.5,0,0,BAN
JT Smuts,2020-2021,6,4,30.0,1,164,4,2/42,41.0,5.46,45.0,0,0,SA
IS Sohi,2024-2024,2,2,15.0,0,78,4,2/30,19.5,5.2,22.5,0,0,CAN
Tauseef Ahmed,1990-1990,4,4,38.5,0,183,4,2/48,45.75,4.71,58.2,0,0,PAK
HT Tector,2020-2024,45,8,35.0,0,217,4,1/5,54.25,6.2,52.5,0,0,IRE
DJ Terbrugge,2000-2000,4,4,21.0,2,105,4,4/20,26.25,5.0,31.5,1,0,SA
ME Trescothick,2000-2006,123,13,38.4,0,219,4,2/7,54.75,5.66,58.0,0,0,ENG
AJ Tudor,2002-2002,3,3,21.1,1,136,4,2/30,34.0,6.42,31.7,0,0,ENG
RG Twose,1995-2001,87,11,45.2,0,235,4,2/31,58.75,5.18,68.0,0,0,NZ
PS Vaidya,1995-1996,4,4,30.4,1,174,4,2/41,43.5,5.67,46.0,0,0,IND
LP van Troost,2002-2007,23,11,41.0,0,280,4,2/29,70.0,6.82,61.5,0,0,NED
MDJ Walker,2003-2003,3,3,22.0,0,119,4,4/49,29.75,5.4,33.0,1,0,NZ
JW Wilson,1993-2005,6,6,40.2,0,260,4,2/21,65.0,6.44,60.5,0,0,NZ
Yasir Arafat,2000-2009,11,10,69.0,2,373,4,1/28,93.25,5.4,103.5,0,0,PAK
Zaheer Maqsood,2015-2015,2,2,20.0,0,116,4,2/56,29.0,5.8,30.0,0,0,UAE
Zahid Mahmood,2022-2022,4,4,36.0,0,220,4,2/59,55.0,6.11,54.0,0,0,PAK
Zulfiqar Babar,2014-2015,5,5,49.0,1,246,4,2/52,61.5,5.02,73.5,0,0,PAK
JS Ababu,1999-2006,9,8,48.0,3,255,3,1/26,85.0,5.31,96.0,0,0,KENYA
Abu Hider,2018-2018,2,2,18.0,2,89,3,2/50,29.66,4.94,36.0,0,0,BAN
Afif Hossain,2020-2023,31,10,15.4,1,91,3,1/0,30.33,5.8,31.3,0,0,BAN
Akif Raja,2022-2022,5,5,38.0,4,160,3,1/19,53.33,4.21,76.0,0,0,UAE
CR Amini,2014-2014,2,2,18.0,1,79,3,2/33,26.33,4.38,36.0,0,0,PNG
HAG Anthony,1995-1995,3,3,26.0,0,143,3,2/47,47.66,5.5,52.0,0,0,WI
Arshad Ayub,1990-1990,3,3,24.5,4,115,3,2/38,38.33,4.63,49.6,0,0,IND
Asghar Afghan,2009-2021,114,7,23.1,1,91,3,1/1,30.33,3.92,46.3,0,0,AFG
AM Bacher,1997-2005,13,3,18.0,0,64,3,2/36,21.33,3.55,36.0,0,0,SA
HK Badani,2000-2004,40,9,30.3,0,149,3,1/7,49.66,4.88,61.0,0,0,IND
PJ Bakker,1996-1996,5,5,43.0,2,215,3,2/51,71.66,5.0,86.0,0,0,NED
U Bhagwan,2024-2024,4,4,24.3,1,172,3,3/40,57.33,7.02,49.0,0,0,CAN
RL Bhudia,2008-2009,5,5,30.0,3,151,3,2/42,50.33,5.03,60.0,0,0,KENYA
Bhupinder Singh snr,1994-1994,2,2,17.0,1,78,3,3/34,26.0,4.58,34.0,0,0,IND
JT Brassell,2024-2024,3,3,12.0,1,53,3,2/11,17.66,4.41,24.0,0,0,NAM
AJ Burger,2003-2003,6,5,16.0,0,104,3,1/18,34.66,6.5,32.0,0,0,NAM
DK Butler,2005-2006,5,5,41.0,3,188,3,1/25,62.66,4.58,82.0,0,0,WI
SJ Cameron,2018-2018,2,2,18.1,1,123,3,2/64,41.0,6.77,36.3,0,0,SCOT
PE Cantrell,1996-1996,5,5,31.0,0,170,3,1/18,56.66,5.48,62.0,0,0,NED
DJ Capel,1990-1990,6,5,39.0,4,204,3,1/25,68.0,5.23,78.0,0,0,ENG
RD Chahar,2021-2021,1,1,10.0,0,54,3,3/54,18.0,5.4,20.0,0,0,IND
U Chatterjee,1995-1995,3,3,26.5,0,117,3,2/35,39.0,4.36,53.6,0,0,IND
JA Clarkson,2023-2023,3,3,12.0,0,73,3,2/24,24.33,6.08,24.0,0,0,NZ
SW Currie,2024-2024,3,3,20.0,3,86,3,2/16,28.66,4.3,40.0,0,0,SCOT
NA de Groot,2003-2003,6,3,13.3,0,88,3,2/45,29.33,6.51,27.0,0,0,CAN
H Dhami,2024-2024,1,1,8.0,0,49,3,3/49,16.33,6.12,16.0,0,0,NEP
KG Duers,1992-1992,6,6,50.0,2,256,3,1/17,85.33,5.12,100.0,0,0,ZIM
Ehsanul Haque,2002-2003,6,3,23.3,0,113,3,2/34,37.66,4.8,47.0,0,0,BAN
Fawad Ahmed,2013-2013,3,3,24.0,0,145,3,1/39,48.33,6.04,48.0,0,0,AUS
IS Gallage,1999-2001,3,3,24.0,2,115,3,2/42,38.33,4.79,48.0,0,0,SL
JC Gamage,1995-1995,4,4,22.0,2,104,3,2/17,34.66,4.72,44.0,0,0,SL
B Geeves,2008-2009,2,2,15.0,0,78,3,2/11,26.0,5.2,30.0,0,0,AUS
Gholam Nousher,1990-1990,4,4,34.0,1,152,3,1/27,50.66,4.47,68.0,0,0,BAN
AP Grayson,2000-2001,2,2,15.0,0,60,3,3/40,20.0,4.0,30.0,0,0,ENG
GM Hamilton,1999-2010,38,6,36.4,4,160,3,2/36,53.33,4.36,73.3,0,0,SCOT
AM Hardie,2023-2024,4,2,18.0,2,89,3,2/62,29.66,4.94,36.0,0,0,AUS
PL Harris,2008-2008,3,3,30.0,4,83,3,2/30,27.66,2.76,60.0,0,0,SA
Hasti Gul,2009-2009,2,2,19.0,1,73,3,2/48,24.33,3.84,38.0,0,0,AFG
H Hiri,2016-2023,34,7,17.0,0,113,3,1/6,37.66,6.64,34.0,0,0,PNG
KC Hodsoll,2007-2008,3,3,17.0,1,100,3,2/48,33.33,5.88,34.0,0,0,BER
DJ Hooda,2022-2022,10,6,25.0,1,119,3,1/6,39.66,4.76,50.0,0,0,IND
CK Hooper,2007-2010,5,5,28.1,1,181,3,1/17,60.33,6.42,56.3,0,0,CAN
Inzamam-ul-Haq,1991-2007,378,6,9.4,1,64,3,1/0,21.33,6.62,19.3,0,0,PAK
Iqbal Sikander,1992-1992,4,4,35.0,2,147,3,1/30,49.0,4.2,70.0,0,0,PAK
SD Jack,1994-1995,2,2,18.0,0,86,3,2/41,28.66,4.77,36.0,0,0,SA
GSNFG Jayasuriya,2015-2019,12,11,52.0,1,277,3,1/15,92.33,5.32,104.0,0,0,SL
Junaid Zia,2003-2003,4,4,24.1,1,127,3,3/21,42.33,5.25,48.3,0,0,PAK
Kamran Hussain,2008-2008,2,2,17.0,0,67,3,2/32,22.33,3.94,34.0,0,0,PAK
Khalid Khan,2004-2004,2,2,18.0,2,93,3,2/62,31.0,5.16,36.0,0,0,HKG
NR Kirton,2023-2024,10,3,15.0,0,62,3,2/26,20.66,4.13,30.0,0,0,CAN
BL Kotze,2003-2003,5,5,43.0,2,276,3,2/51,92.0,6.41,86.0,0,0,NAM
BP Kruger,2010-2011,5,5,30.4,1,131,3,3/21,43.66,4.27,61.3,0,0,NED
SH Lewis,2022-2022,1,1,9.5,0,67,3,3/67,22.33,6.81,19.6,0,0,WI
GF Linde,2021-2021,2,2,15.0,1,72,3,2/32,24.0,4.8,30.0,0,0,SA
MAWR Madurasinghe,1990-1992,8,7,53.0,3,252,3,1/27,84.0,4.75,106.0,0,0,SL
DSK Madushanka,2018-2018,1,1,6.1,1,26,3,3/26,8.66,4.21,12.3,0,0,SL
CM McBride,2022-2023,18,7,22.0,0,100,3,1/10,33.33,4.54,44.0,0,0,SCOT
JM Mennie,2016-2016,2,2,20.0,2,131,3,3/49,43.66,6.55,40.0,0,0,AUS
PL Mhambrey,1996-1998,3,3,21.0,1,120,3,2/69,40.0,5.71,42.0,0,0,IND
A Mithun,2010-2011,5,5,30.0,1,203,3,2/32,67.66,6.76,60.0,0,0,IND
GMC Mol,2007-2008,6,6,27.0,1,111,3,2/23,37.0,4.11,54.0,0,0,NED
N M'shangwe,2011-2014,6,6,56.0,4,260,3,2/50,86.66,4.64,112.0,0,0,ZIM
Najeeb Amar,2004-2008,4,4,40.0,3,172,3,2/40,57.33,4.3,80.0,0,0,HKG
Nasir Aziz,2014-2015,5,5,44.0,1,257,3,1/50,85.66,5.84,88.0,0,0,UAE
T Natarajan,2020-2021,2,2,20.0,1,143,3,2/70,47.66,7.15,40.0,0,0,IND
Naved Anjum,1992-1992,5,5,40.0,1,162,3,2/48,54.0,4.05,80.0,0,0,PAK
N Ncube,2011-2011,1,1,8.5,1,69,3,3/69,23.0,7.81,17.6,0,0,ZIM
MG Neser,2018-2023,4,4,36.4,2,239,3,2/46,79.66,6.51,73.3,0,0,AUS
RG Nijman,2009-2009,1,1,8.1,0,31,3,3/31,10.33,3.79,16.3,0,0,NED
D Olivier,2019-2019,2,2,19.0,0,124,3,2/73,41.33,6.52,38.0,0,0,SA
A Patel,2003-2003,2,2,10.0,0,73,3,3/41,24.33,7.3,20.0,0,0,CAN
RT Ponting,1995-2012,375,5,25.0,0,104,3,1/12,34.66,4.16,50.0,0,0,AUS
R Powell,2016-2023,51,15,46.4,0,275,3,1/7,91.66,5.89,93.3,0,0,WI
D Ramnarine,1997-2001,4,4,33.2,2,164,3,2/52,54.66,4.92,66.6,0,0,WI
AT Rayudu,2013-2019,55,9,20.1,1,124,3,1/5,41.33,6.14,40.3,0,0,IND
Sabbir Rahman,2014-2019,66,21,51.0,0,345,3,1/12,115.0,6.76,102.0,0,0,BAN
Sabir Ali,2022-2023,4,4,17.0,1,91,3,2/50,30.33,5.35,34.0,0,0,UAE
Shahbaz Ahmed,2022-2022,3,3,26.0,0,125,3,2/32,41.66,4.8,52.0,0,0,IND
Saleem Raza,1994-1996,6,6,32.0,2,179,3,1/17,59.66,5.59,64.0,0,0,UAE
GS Sandhu,2015-2015,2,2,20.0,0,107,3,2/49,35.66,5.35,40.0,0,0,AUS
Sarandeep Singh,2002-2003,5,5,43.0,1,180,3,2/34,60.0,4.18,86.0,0,0,IND
GLS Scrimshaw,2023-2023,1,1,8.4,0,66,3,3/66,22.0,7.61,17.3,0,0,ENG
KF Semple,1999-1999,7,4,22.0,0,121,3,2/35,40.33,5.5,44.0,0,0,WI
L Siaka,2014-2022,47,14,40.0,0,181,3,2/33,60.33,4.52,80.0,0,0,PNG
V Sibanda,2003-2016,127,11,44.3,1,265,3,1/12,88.33,5.95,89.0,0,0,ZIM
D Soraine,2006-2012,4,3,18.5,0,94,3,2/57,31.33,4.99,37.6,0,0,CAN
GP Sulzberger,2000-2000,3,3,22.0,0,102,3,1/28,34.0,4.63,44.0,0,0,NZ
MR Swart,2011-2014,12,11,61.0,0,306,3,1/21,102.0,5.01,122.0,0,0,NED
MJ Swepson,2022-2022,3,3,26.2,0,161,3,2/53,53.66,6.11,52.6,0,0,AUS
Khaled Ahmed,2023-2023,2,2,13.2,1,72,3,3/60,24.0,5.4,26.6,0,0,BAN
AR Tait,1998-1999,5,5,20.0,0,88,3,2/37,29.33,4.4,40.0,0,0,NZ
HDRL Thirimanne,2010-2019,127,4,17.2,0,94,3,2/36,31.33,5.42,34.6,0,0,SL
G Toka,2019-2023,22,5,16.3,2,110,3,3/18,36.66,6.66,33.0,0,0,PNG
MS Tshabalala,2007-2007,4,4,25.0,2,151,3,1/30,50.33,6.04,50.0,0,0,SA
S Tyagi,2009-2010,4,4,27.3,4,144,3,1/15,48.0,5.23,55.0,0,0,IND
Wajahatullah Wasti,1999-2000,15,3,9.1,0,69,3,3/36,23.0,7.52,18.3,0,0,PAK
CG Williams,2019-2022,18,10,48.0,0,224,3,1/37,74.66,4.66,96.0,0,0,NAM
LJ Woodcock,2011-2011,4,4,27.2,0,155,3,2/58,51.66,5.67,54.6,0,0,NZ
Yasir Mohammad,2022-2022,3,3,18.0,0,113,3,2/50,37.66,6.27,36.0,0,0,USA
Younis Khan,2000-2015,265,20,47.2,1,288,3,1/3,96.0,6.08,94.6,0,0,PAK
Zafar Iqbal,1995-1995,8,7,33.0,2,137,3,2/37,45.66,4.15,66.0,0,0,PAK
Aakash Chand,2024-2024,2,2,13.0,0,82,2,1/31,41.0,6.3,39.0,0,0,NEP
Aamer Yamin,2015-2018,4,4,26.0,1,154,2,1/38,77.0,5.92,78.0,0,0,PAK
Aamir Kaleem,2019-2022,3,3,16.5,1,83,2,2/30,41.5,4.93,50.5,0,0,OMA
Abdullah Mazari,2010-2010,2,2,16.0,1,49,2,1/18,24.5,3.06,48.0,0,0,AFG
Ahmed Shehzad,2009-2017,81,9,19.1,0,140,2,1/22,70.0,7.3,57.5,0,0,PAK
KS Airee,2020-2022,3,3,19.0,0,109,2,2/56,54.5,5.73,57.0,0,0,NEP
Ali Asad,2004-2004,2,2,20.0,1,73,2,2/35,36.5,3.65,60.0,0,0,UAE
DI Allan,2011-2013,5,4,18.4,0,80,2,1/22,40.0,4.28,56.0,0,0,KENYA
GJAF Aponso,1996-1996,5,5,40.2,0,257,2,1/57,128.5,6.37,121.0,0,0,NED
Asad Ali,2013-2013,4,4,30.0,6,115,2,1/22,57.5,3.83,90.0,0,0,PAK
SV Bahutule,1997-2003,8,7,49.0,0,283,2,1/31,141.5,5.77,147.0,0,0,IND
A Balbirnie,2010-2024,108,3,10.0,0,68,2,1/26,34.0,6.8,30.0,0,0,IRE
MRCN Bandaratilleke,1998-1998,3,3,24.0,0,111,2,2/34,55.5,4.62,72.0,0,0,SL
Basir Ahamad,2022-2022,3,3,18.3,0,71,2,1/18,35.5,3.83,55.5,0,0,NEP
MD Bates,2012-2012,2,2,14.0,1,52,2,1/24,26.0,3.71,42.0,0,0,NZ
LS Bhandari,2018-2018,1,1,9.0,0,43,2,2/43,21.5,4.77,27.0,0,0,NEP
RN Bhatia,2022-2024,3,3,18.3,0,124,2,1/43,62.0,6.7,55.5,0,0,UAE
JG Bracewell,1990-1990,5,4,33.0,0,141,2,1/32,70.5,4.27,99.0,0,0,NZ
DR Briggs,2012-2012,1,1,10.0,0,39,2,2/39,19.5,3.9,30.0,0,0,ENG
JE Brinkley,1999-1999,5,3,28.0,0,117,2,1/29,58.5,4.17,84.0,0,0,SCOT
BS Browne,1994-1994,4,4,30.0,0,156,2,2/50,78.0,5.2,90.0,0,0,WI
HL Carlyon,2023-2023,5,4,30.0,2,141,2,2/38,70.5,4.7,90.0,0,0,JER
KJ Coetzer,2008-2023,89,10,45.0,3,253,2,1/17,126.5,5.62,135.0,0,0,SCOT
MD Crowe,1990-1995,61,10,26.0,1,141,2,1/12,70.5,5.42,78.0,0,0,NZ
DJ Cullen,2006-2006,5,5,35.3,4,147,2,2/25,73.5,4.14,106.5,0,0,AUS
D Daesrath,2012-2013,4,2,12.0,0,48,2,1/13,24.0,4.0,36.0,0,0,CAN
RR David,2008-2010,4,4,16.0,0,74,2,2/30,37.0,4.62,48.0,0,0,CAN
JI de Villiers,2020-2020,2,2,9.3,0,66,2,2/47,33.0,6.94,28.5,0,0,NAM
BR Dorey,2006-2006,4,4,27.0,2,146,2,1/12,73.0,5.4,81.0,0,0,AUS
DC Drakes,2023-2023,3,3,19.0,2,73,2,2/29,36.5,3.84,57.0,0,0,WI
F du Plessis,2011-2019,143,11,32.0,0,189,2,1/8,94.5,5.9,96.0,0,0,SA
CE Eksteen,1991-1994,6,6,37.0,3,181,2,1/26,90.5,4.89,111.0,0,0,SA
D Elgar,2012-2018,8,4,16.0,1,67,2,1/11,33.5,4.18,48.0,0,0,SA
M Faraz Akram,2024-2024,2,2,20.0,0,101,2,2/58,50.5,5.05,60.0,0,0,ZIM
B Fernando,2021-2021,4,3,25.2,0,136,2,1/33,68.0,5.36,76.0,0,0,SL
KADM Fernando,2003-2003,1,1,7.0,2,13,2,2/13,6.5,1.85,21.0,0,0,SL
D Gamage,2003-2003,3,3,15.5,2,83,2,1/26,41.5,5.24,47.5,0,0,SL
WCA Ganegama,2001-2006,4,3,11.0,0,88,2,2/27,44.0,8.0,33.0,0,0,SL
MS Gony,2008-2008,2,2,13.0,1,76,2,2/65,38.0,5.84,39.0,0,0,IND
TR Gripper,2001-2003,8,6,20.0,5,76,2,2/28,38.0,3.8,60.0,0,0,ZIM
TGJ Gruijters,2010-2013,5,4,20.0,1,79,2,2/37,39.5,3.95,60.0,0,0,NED
Hammad Azam,2011-2015,11,8,33.0,0,169,2,1/21,84.5,5.12,99.0,0,0,PAK
SM Harwood,2009-2009,1,1,10.0,0,57,2,2/57,28.5,5.7,30.0,0,0,AUS
RC Haynes,1990-1991,3,3,22.0,0,98,2,1/29,49.0,4.45,66.0,0,0,WI
MADI Hemantha,2023-2023,5,4,35.0,0,193,2,2/49,96.5,5.51,105.0,0,0,SL
O Henry,1992-1992,3,3,24.5,0,125,2,1/31,62.5,5.03,74.5,0,0,SA
KAR Hodge,2023-2024,4,4,18.0,0,113,2,2/46,56.5,6.27,54.0,0,0,WI
MEK Hussey,2004-2012,185,13,40.0,1,235,2,1/22,117.5,5.87,120.0,0,0,AUS
AP Igglesden,1994-1994,4,4,28.0,4,122,2,2/12,61.0,4.35,84.0,0,0,ENG
Irfan Bhatti,1993-1993,1,1,8.0,0,22,2,2/22,11.0,2.75,24.0,0,0,PAK
K Jethi,2008-2008,3,3,17.0,2,85,2,2/39,42.5,5.0,51.0,0,0,CAN
SHT Kandamby,2004-2014,39,9,29.0,1,173,2,2/37,86.5,5.96,87.0,0,0,SL
CK Kapugedera,2006-2017,102,10,44.0,0,225,2,1/24,112.5,5.11,132.0,0,0,SL
SHU Karnain,1990-1990,2,2,12.0,1,61,2,2/43,30.5,5.08,36.0,0,0,SL
Khushdil Shah,2020-2022,10,3,18.0,0,122,2,1/50,61.0,6.77,54.0,0,0,PAK
K Klein,2024-2024,2,2,9.1,0,48,2,2/21,24.0,5.23,27.5,0,0,NED
DB Kotze,2003-2003,6,6,47.0,0,256,2,1/32,128.0,5.44,141.0,0,0,NAM
GJP Kruger,2006-2006,3,3,23.0,1,139,2,1/43,69.5,6.04,69.0,0,0,SA
NR Kumar,2010-2014,16,2,11.0,0,63,2,2/40,31.5,5.72,33.0,0,0,CAN
M Labuschagne,2020-2024,52,10,33.5,1,230,2,2/19,115.0,6.79,101.5,0,0,AUS
AV Lalcheta,2019-2019,2,2,14.0,2,62,2,2/35,31.0,4.42,42.0,0,0,OMA
J Louw,2008-2008,3,3,26.0,1,148,2,1/45,74.0,5.69,78.0,0,0,SA
K Mahato,2022-2023,2,2,13.0,1,76,2,2/55,38.0,5.84,39.0,0,0,NEP
JS Malhotra,2019-2022,18,4,17.0,0,67,2,1/17,33.5,3.94,51.0,0,0,USA
GC Martin,1994-1995,5,4,22.0,2,95,2,1/15,47.5,4.31,66.0,0,0,ZIM
SC Meaker,2011-2011,2,2,19.0,1,110,2,1/45,55.0,5.78,57.0,0,0,ENG
PHKD Mendis,2019-2022,7,5,25.0,0,151,2,1/32,75.5,6.04,75.0,0,0,SL
Mohammed Qasim,2017-2017,5,3,20.0,2,71,2,1/13,35.5,3.55,60.0,0,0,UAE
LR Morris,2024-2024,2,2,14.3,3,72,2,2/13,36.0,4.96,43.5,0,0,AUS
Morshed Ali Khan,1998-1998,3,3,23.0,1,85,2,1/26,42.5,3.69,69.0,0,0,BAN
PV Mpitsang,1999-1999,2,2,10.0,1,63,2,2/49,31.5,6.3,30.0,0,0,SA
J Mubarak,2002-2013,40,8,21.3,0,95,2,1/10,47.5,4.41,64.5,0,0,SL
Muhammad Musa,2020-2020,2,2,16.1,1,101,2,2/21,50.5,6.24,48.5,0,0,PAK
SP Mukherjee,1990-1991,3,3,29.0,2,98,2,1/30,49.0,3.37,87.0,0,0,IND
IA Nicolson,2010-2010,2,2,12.0,0,118,2,1/44,59.0,9.83,36.0,0,0,ZIM
KH Pandya,2021-2021,5,5,38.0,1,223,2,1/26,111.5,5.86,114.0,0,0,IND
Pargat Singh,2023-2024,11,3,14.0,0,61,2,1/20,30.5,4.35,42.0,0,0,CAN
Parvez Rasool,2014-2014,1,1,10.0,0,60,2,2/60,30.0,6.0,30.0,0,0,IND
RR Patel,2008-2014,39,7,28.0,0,135,2,1/14,67.5,4.82,84.0,0,0,KENYA
R Pathan,2013-2013,1,1,6.0,0,50,2,2/50,25.0,8.33,18.0,0,0,CAN
J Patraj,2007-2007,2,2,15.0,0,76,2,1/27,38.0,5.06,45.0,0,0,CAN
MJ Potts,2022-2023,4,3,14.0,0,95,2,2/47,47.5,6.78,42.0,0,0,ENG
Pratis GC,2023-2023,3,3,21.0,0,90,2,1/37,45.0,4.28,63.0,0,0,NEP
P Raho,2014-2014,1,1,7.3,0,32,2,2/32,16.0,4.26,22.5,0,0,PNG
GJ Rennie,1996-2003,40,4,15.0,0,75,2,1/17,37.5,5.0,45.0,0,0,ZIM
CEB Rice,1991-1991,3,3,23.0,0,114,2,1/46,57.0,4.95,69.0,0,0,SA
EJ Richardson,2013-2013,2,2,11.0,0,54,2,2/39,27.0,4.9,33.0,0,0,IRE
Rizwan Latif,2004-2004,1,1,9.0,0,69,2,2/69,34.5,7.66,27.0,0,0,UAE
Robiul Islam,2013-2013,3,3,22.1,1,117,2,1/21,58.5,5.27,66.5,0,0,BAN
LN Roche,2018-2018,3,3,23.0,1,157,2,1/54,78.5,6.82,69.0,0,0,ZIM
Rokhan Barakzai,2015-2015,1,1,10.0,1,45,2,2/45,22.5,4.5,30.0,0,0,AFG
KR Rutherford,1990-1995,87,6,12.4,0,65,2,1/5,32.5,5.13,38.0,0,0,NZ
Sajjad Akbar,1990-1990,2,1,10.0,1,45,2,2/45,22.5,4.5,30.0,0,0,PAK
C Sakariya,2021-2021,1,1,8.0,0,34,2,2/34,17.0,4.25,24.0,0,0,IND
Saleem Jaffar,1990-1990,3,3,21.0,0,55,2,2/20,27.5,2.61,63.0,0,0,PAK
T Sangha,2023-2023,2,2,18.0,0,125,2,1/61,62.5,6.94,54.0,0,0,AUS
KR Sen,2022-2022,1,1,5.0,0,37,2,2/37,18.5,7.4,15.0,0,0,IND
Shahid Saeed,1992-1993,4,3,18.0,0,70,2,2/20,35.0,3.88,54.0,0,0,PAK
AK Sharma,1990-1993,10,8,57.0,0,269,2,1/40,134.5,4.71,171.0,0,0,IND
C Sharma,1992-1994,5,5,30.0,1,145,2,1/31,72.5,4.83,90.0,0,0,IND
L Sipamla,2020-2021,5,4,30.2,1,172,2,1/40,86.0,5.67,91.0,0,0,SA
S Snater,2018-2022,4,4,25.0,1,188,2,1/41,94.0,7.52,75.0,0,0,NED
Sohail Butt,1994-1994,2,2,13.0,0,79,2,2/52,39.5,6.07,39.0,0,0,UAE
RW Staple,2004-2004,2,1,10.0,0,76,2,2/76,38.0,7.6,30.0,0,0,USA
PC Strydom,2000-2000,10,7,42.0,0,206,2,1/18,103.0,4.9,126.0,0,0,SA
W Sutherland,2024-2024,2,2,8.3,0,33,2,2/28,16.5,3.88,25.5,0,0,AUS
T Taibu,2001-2012,150,2,14.0,1,61,2,2/42,30.5,4.35,42.0,0,0,ZIM
Tanvir Ahmed,2011-2011,2,2,10.0,0,83,2,1/38,41.5,8.3,30.0,0,0,PAK
DC Thomas,2009-2013,21,1,1.1,0,11,2,2/11,5.5,9.42,3.5,0,0,WI
PIC Thompson,1997-1997,2,2,19.0,2,110,2,1/46,55.0,5.78,57.0,0,0,WI
GP Thorpe,1993-2002,82,5,20.0,1,97,2,2/15,48.5,4.85,60.0,0,0,ENG
IJL Trott,2009-2013,68,10,30.3,0,166,2,2/31,83.0,5.44,91.5,0,0,ENG
CM Tuckett,1998-1998,1,1,8.0,0,41,2,2/41,20.5,5.12,24.0,0,0,WI
AJ Turner,2019-2021,9,2,14.0,1,60,2,1/23,30.0,4.28,42.0,0,0,AUS
M van Jaarsveld,2002-2004,11,2,5.1,1,18,2,1/0,9.0,3.48,15.5,0,0,SA
M van Lingen,2021-2024,32,10,16.2,0,79,2,1/0,39.5,4.83,49.0,0,0,NAM
S Vesawkar,2018-2021,4,1,6.0,1,21,2,2/21,10.5,3.5,18.0,0,0,NEP
C Viljoen,2019-2019,2,2,5.0,0,14,2,2/6,7.0,2.8,15.0,0,0,NAM
KP Walmsley,2003-2003,2,2,20.0,0,117,2,1/53,58.5,5.85,60.0,0,0,NZ
DS Wesonga,2010-2011,4,1,7.0,0,28,2,2/28,14.0,4.0,21.0,0,0,KENYA
RK Whelan,2007-2007,2,2,15.0,0,99,2,1/43,49.5,6.6,45.0,0,0,IRE
CM Willoughby,2000-2003,3,3,28.0,2,148,2,2/39,74.0,5.28,84.0,0,0,SA
Zafar Gohar,2015-2015,1,1,10.0,0,54,2,2/54,27.0,5.4,30.0,0,0,PAK
Zahid Hussain,2011-2011,2,2,20.0,1,94,2,1/37,47.0,4.7,60.0,0,0,CAN
MZ Zahir,2009-2009,1,1,5.0,0,35,2,2/35,17.5,7.0,15.0,0,0,CAN
Zahir Khan,2019-2019,1,1,10.0,0,55,2,2/55,27.5,5.5,30.0,0,0,AFG
Abdul Qadir,1990-1993,5,5,36.2,0,169,1,1/43,169.0,4.65,218.0,0,0,PAK
Abdul Rahman,2023-2023,3,3,17.2,0,133,1,1/83,133.0,7.67,104.0,0,0,AFG
Adhitya Shetty,2023-2023,1,1,10.0,1,56,1,1/56,56.0,5.6,60.0,0,0,UAE
Ahmed Kamal,1999-1999,1,1,5.0,0,39,1,1/39,39.0,7.8,30.0,0,0,BAN
Akeem Jordan,2023-2023,2,2,11.0,2,56,1,1/36,56.0,5.09,66.0,0,0,WI
GW Aldridge,2011-2011,2,2,19.0,1,98,1,1/45,98.0,5.15,114.0,0,0,NZ
Aminul Islam jnr,1999-1999,1,1,5.0,1,33,1,1/33,33.0,6.6,30.0,0,0,BAN
